Beacon Rssi
1 -84
1 -86
1 -84
1 -86
1 -88
2 -84
2 -84
2 -84
2 -49
2 -84
2 -84
2 -83
2 -84
2 -84
2 -84
2 -83
2 -83
2 -84
2 -84
2 -83
2 -82
2 -82
2 -83
2 -83
2 -83
2 -83
2 -83
2 -83
2 -80
2 -82
2 -82
2 -82
2 -83
2 -50
2 -82
2 -82
2 -82
2 -83
2 -82
2 -83
2 -83
2 -82
2 -82
2 -84
2 -83
2 -83
2 -83
2 -83
2 -82
2 -82
2 -83
2 -83
2 -83
2 -83
2 -83
2 -84
2 -82
2 -83
2 -82
2 -83
2 -83
2 -81
2 -83
2 -83
2 -82
2 -84
2 -86
2 -82
2 -84
2 -84
2 -84
2 -84
2 -84
2 -84
2 -84
2 -85
2 -82
2 -83
2 -82
2 -82
2 -81
2 -81
2 -82
2 -83
2 -83
2 -83
2 -83
2 -82
2 -83
2 -83
2 -80
2 -83
2 -82
2 -82
2 -82
2 -83
2 -82
2 -83
2 -83
2 -82
2 -82
2 -82
2 -82
2 -82
2 -83
2 -83
2 -83
2 -86
2 -84
3 -83
3 -86
3 -73
3 -83
3 -83
3 -78
3 -84
3 -84
3 -85
3 -85
3 -85
3 -83
3 -83
3 -83
3 -82
3 -82
3 -83
3 -84
3 -83
3 -86
3 -87
3 -85
16 -84
16 -84
16 -85
16 -85
16 -85
16 -84
16 -85
16 -86
16 -85
16 -84
16 -83
16 -83
16 -84
16 -83
16 -83
16 -83
16 -84
16 -82
16 -82
16 -82
16 -83
16 -82
16 -82
16 -83
16 -83
16 -83
16 -83
16 -83
16 -83
16 -83
16 -82
16 -83
16 -82
16 -83
16 -74
16 -84
16 -51
16 -83
16 -83
16 -82
16 -83
16 -83
16 -84
16 -84
16 -84
16 -84
16 -83
16 -83
16 -83
16 -85
16 -54
16 -84
17 -58
17 -84
17 -51
17 -84
17 -83
17 -85
17 -86
17 -85
17 -87
17 -84
17 -86
17 -87
17 -84
17 -85
18 -82
18 -82
18 -80
18 -81
18 -81
18 -81
18 -82
18 -81
18 -82
18 -82
18 -83
18 -84
18 -84
18 -84
18 -83
18 -84
18 -84
18 -84
18 -84
18 -83
18 -82
18 -82
18 -82
18 -82
18 -81
18 -82
18 -81
18 -82
18 -82
18 -82
18 -82
18 -83
18 -82
18 -82
18 -82
18 -82
18 -72
18 -82
18 -81
18 -82
18 -81
18 -81
18 -80
18 -81
18 -80
18 -81
18 -81
18 -81
18 -81
18 -50
18 -82
18 -82
18 -82
18 -81
18 -81
18 -80
18 -81
18 -78
18 -79
18 -81
18 -80
18 -80
18 -80
18 -81
18 -80
18 -81
18 -80
18 -80
18 -81
18 -80
18 -80
18 -80
18 -81
18 -81
18 -80
18 -82
18 -81
18 -80
18 -81
18 -81
18 -78
18 -80
18 -51
18 -80
18 -81
18 -80
18 -81
18 -80
18 -80
18 -80
18 -81
18 -80
18 -81
18 -81
18 -81
18 -81
18 -81
18 -80
18 -81
18 -53
18 -80
18 -80
18 -80
18 -80
18 -80
18 -80
18 -80
18 -81
18 -81
18 -81
18 -80
18 -80
18 -80
18 -80
18 -80
18 -81
18 -79
18 -80
18 -80
18 -80
18 -80
18 -79
18 -80
18 -80
18 -78
18 -80
18 -80
18 -80
18 -80
18 -81
18 -52
18 -80
18 -81
18 -80
18 -81
18 -82
18 -82
18 -83
18 -81
18 -82
18 -82
18 -82
18 -82
18 -82
18 -82
18 -82
18 -81
18 -81
18 -82
18 -78
18 -82
18 -81
18 -82
18 -82
18 -80
18 -77
18 -81
18 -81
18 -81
18 -80
18 -77
18 -81
18 -81
18 -81
18 -81
18 -81
18 -81
18 -81
18 -80
18 -81
18 -79
18 -81
18 -83
18 -84
18 -82
18 -80
18 -79
18 -80
18 -80
18 -80
18 -81
18 -81
18 -81
18 -81
18 -81
18 -81
18 -81
18 -81
18 -73
18 -81
18 -52
18 -51
18 -80
18 -59
18 -80
18 -80
18 -80
18 -80
18 -80
18 -81
18 -78
18 -80
18 -80
18 -81
18 -81
18 -52
18 -80
18 -79
18 -80
18 -80
18 -80
18 -79
18 -80
18 -80
18 -80
18 -79
18 -80
18 -49
18 -80
18 -80
18 -80
18 -80
18 -80
18 -80
18 -80
18 -82
18 -84
18 -84
18 -82
18 -82
18 -82
18 -83
18 -83
18 -82
19 -79
19 -51
19 -80
19 -79
19 -80
19 -80
19 -80
19 -80
19 -79
19 -80
19 -79
19 -79
19 -79
19 -79
19 -79
19 -80
19 -82
19 -81
19 -49
19 -81
19 -80
19 -80
19 -81
19 -80
19 -80
19 -80
19 -81
19 -82
19 -82
19 -81
19 -80
19 -81
19 -81
19 -82
19 -82
19 -82
19 -80
19 -81
19 -74
19 -81
19 -80
19 -81
19 -80
19 -81
19 -81
19 -82
19 -82
19 -84
19 -84
19 -86
19 -70
19 -83
19 -52
19 -82
19 -82
19 -82
19 -82
19 -82
19 -81
19 -82
19 -82
19 -83
19 -72
19 -83
19 -83
19 -83
19 -82
19 -82
19 -81
19 -82
19 -81
19 -80
19 -81
19 -80
19 -77
19 -79
19 -81
19 -81
19 -80
19 -80
19 -80
19 -81
19 -81
19 -81
19 -81
19 -81
19 -81
19 -81
19 -81
19 -81
19 -81
19 -81
19 -80
19 -64
19 -81
19 -80
19 -81
19 -81
19 -82
19 -82
19 -81
19 -82
19 -82
19 -81
19 -78
19 -81
19 -82
19 -81
19 -81
19 -81
19 -81
19 -76
19 -81
19 -79
19 -79
19 -81
19 -81
19 -81
19 -81
19 -79
19 -82
19 -82
19 -82
19 -52
19 -81
19 -81
19 -81
19 -81
19 -81
19 -82
19 -82
19 -81
19 -82
19 -80
19 -82
19 -79
19 -82
19 -82
19 -52
19 -82
19 -83
19 -82
19 -82
19 -82
19 -82
19 -82
19 -83
19 -82
19 -83
19 -78
19 -83
19 -83
19 -83
19 -82
19 -83
19 -83
19 -84
19 -76
19 -83
19 -81
19 -82
19 -82
19 -84
19 -81
19 -82
19 -82
19 -82
19 -83
19 -83
19 -82
19 -82
19 -83
19 -82
19 -82
19 -82
19 -79
19 -82
19 -82
19 -76
19 -83
19 -83
19 -83
19 -83
19 -83
19 -52
19 -76
19 -84
19 -83
19 -83
19 -83
19 -82
19 -82
19 -82
19 -82
19 -79
19 -86
20 -54
20 -84
20 -85
20 -82
20 -83
20 -81
20 -82
20 -83
20 -84
20 -83
20 -83
20 -82
20 -85
20 -85
20 -85
20 -85
20 -84
20 -83
20 -84
20 -86
20 -86
20 -84
20 -84
20 -83
20 -83
20 -84
20 -84
20 -84
20 -83
20 -75
20 -84
20 -84
20 -84
20 -83
20 -84
20 -84
20 -83
20 -84
20 -84
20 -84
20 -84
20 -76
20 -52
20 -83
20 -84
20 -84
20 -84
20 -84
20 -84
20 -84
20 -84
20 -84
20 -84
20 -84
20 -83
20 -86
20 -85
21 -49
21 -82
21 -82
21 -82
21 -71
21 -82
21 -82
21 -81
21 -81
21 -77
21 -79
21 -78
21 -78
21 -78
21 -78
21 -79
21 -79
21 -80
21 -79
21 -79
21 -79
21 -78
21 -79
21 -79
21 -78
21 -80
21 -78
21 -78
21 -76
21 -76
21 -76
21 -76
21 -76
21 -78
21 -77
21 -78
21 -78
21 -78
21 -79
21 -77
21 -78
21 -79
21 -78
21 -78
21 -78
21 -78
21 -78
21 -77
21 -76
21 -76
21 -76
21 -76
21 -76
