Timestamp Beacon Rssi
0.055128 20 -84
0.056682 25 -83
0.112693 5 -73
0.187009 29 -84
0.190134 4 -72
0.219512 30 -80
0.250969 21 -76
0.331985 55 -72
0.340346 53 -82
0.406601 8 -78
0.432522 3 -70
0.464753 9 -84
0.507933 6 -79
0.546253 52 -81
0.560474 20 -84
0.61694 5 -72
0.69106 4 -72
0.760438 21 -76
0.794273 2 -81
0.838311 55 -72
0.848229 53 -79
0.914574 8 -73
0.929899 47 -87
0.93756 3 -73
0.94673 46 -51
0.982799 1 -83
1.009251 6 -82
1.070526 25 -83
1.124605 5 -73
1.200346 4 -73
1.270549 21 -77
1.295564 2 -80
1.348024 55 -72
1.424684 8 -76
1.47279 9 -85
1.490829 1 -84
1.516915 6 -67
1.564121 52 -79
1.633459 5 -73
1.708382 4 -76
1.740653 30 -80
1.743296 45 -83
1.779438 21 -76
1.801738 2 -79
1.857798 55 -72
1.858929 53 -67
1.933695 8 -76
1.940831 3 -77
2.025892 6 -83
2.074017 52 -78
2.14088 5 -74
2.215136 4 -81
2.24887 30 -79
2.254577 43 -85
2.282835 21 -76
2.310597 2 -78
2.365317 53 -80
2.367267 55 -72
2.436602 8 -77
2.448921 3 -77
2.576231 25 -83
2.579762 52 -78
2.642746 5 -76
2.749092 30 -78
2.753222 45 -84
2.759132 43 -84
2.787086 21 -76
2.865692 53 -81
2.870999 55 -72
2.939052 8 -77
2.950084 3 -76
3.084958 52 -78
3.144216 5 -74
3.255875 30 -79
3.293138 21 -76
3.309458 58 -86
3.314399 2 -77
3.369029 53 -81
3.371922 55 -72
3.440099 8 -76
3.458845 3 -76
3.58925 25 -84
3.592778 52 -79
3.595112 20 -84
3.649805 5 -73
3.822678 2 -76
3.871358 53 -79
3.880904 55 -72
3.943586 8 -76
3.95958 3 -76
4.042789 6 -84
4.09361 52 -80
4.102686 20 -84
4.152649 5 -73
4.298619 21 -77
4.322718 2 -77
4.377348 53 -81
4.381919 55 -72
4.448477 8 -76
4.469653 3 -75
4.484226 46 -85
4.544534 6 -84
4.601279 52 -80
4.603125 25 -83
4.610534 20 -84
4.657658 5 -73
4.772767 45 -84
4.829777 2 -78
4.881264 53 -81
4.885132 55 -72
4.957061 8 -77
4.978415 3 -72
4.988078 46 -83
5.024002 1 -83
5.051009 6 -84
5.102263 52 -80
5.165658 5 -74
5.275774 30 -80
5.311333 21 -78
5.386767 53 -82
5.392465 55 -72
5.458351 8 -78
5.487359 3 -71
5.493853 46 -82
5.673659 5 -75
5.691559 26 -80
5.747705 4 -70
5.749887 29 -81
5.895372 55 -76
5.959795 8 -78
5.993343 3 -73
6.001245 46 -81
6.029321 1 -74
6.114422 60 -82
6.179485 5 -76
6.250553 4 -64
6.258986 29 -76
6.559691 6 -81
6.687981 5 -75
6.701092 26 -80
6.760114 4 -61
6.76535 56 -81
6.834554 21 -83
6.848734 2 -75
6.910831 55 -75
6.968417 8 -81
6.994478 3 -72
6.998681 27 -79
7.029353 51 -83
7.03824 1 -78
7.061298 44 -80
7.068088 6 -74
7.115967 52 -77
7.138941 20 -82
7.197965 5 -81
7.210405 26 -83
7.246318 28 -83
7.26519 4 -59
7.268545 29 -78
7.358264 2 -72
7.417523 55 -77
7.419201 49 -84
7.474132 8 -81
7.497746 3 -70
7.501891 27 -76
7.534917 51 -84
7.540534 1 -77
7.541121 9 -84
7.578102 6 -72
7.580679 23 -84
7.620858 52 -76
7.707766 5 -76
7.712984 32 -83
7.746324 28 -76
7.768671 29 -78
7.774416 4 -75
7.875338 12 -84
7.921378 49 -85
7.993132 33 -83
7.99839 3 -70
8.010992 27 -83
8.042439 9 -80
8.042949 1 -83
8.044966 51 -81
8.085188 6 -78
8.089689 23 -83
8.130682 60 -78
8.211249 5 -60
8.216581 26 -85
8.217964 32 -83
8.24874 28 -78
8.269469 29 -78
8.279186 4 -68
8.502479 50 -82
8.512432 27 -79
8.550949 1 -84
8.570412 44 -79
8.630853 52 -56
8.652934 20 -76
8.717815 5 -58
8.753497 31 -76
8.754238 28 -77
8.770786 29 -82
8.781759 4 -76
8.810212 45 -48
8.813459 43 -81
8.925361 55 -72
8.993658 8 -79
9.052307 9 -82
9.098076 6 -78
9.157334 20 -75
9.22078 5 -56
9.263917 28 -80
9.324421 30 -78
9.430497 55 -74
9.433504 53 -51
9.50331 8 -77
9.508509 50 -78
9.528802 27 -77
9.535847 11 -79
9.647776 52 -77
9.765204 28 -85
9.7662 31 -78
9.780376 29 -79
9.788523 4 -74
9.864699 21 -81
9.908213 54 -81
9.936365 55 -78
10.038512 27 -78
10.054009 51 -83
10.065654 9 -81
10.112673 6 -66
10.15033 60 -78
10.156053 52 -77
10.232814 5 -69
10.288594 4 -73
10.3293 10 -76
10.33878 30 -79
10.439333 55 -74
10.562228 51 -79
10.614418 6 -65
10.66012 52 -76
10.736908 5 -64
10.751594 32 -79
10.775699 31 -74
10.942424 55 -72
11.023416 8 -75
11.055228 11 -84
11.122693 6 -62
11.166171 52 -76
11.166822 60 -80
11.173224 20 -81
11.247075 5 -66
11.280708 31 -75
11.297447 29 -79
11.387096 21 -80
11.405486 2 -82
11.417768 12 -81
11.449696 55 -74
11.52437 8 -80
11.560091 11 -83
11.566063 51 -82
11.59697 44 -79
11.629503 6 -60
11.673663 60 -79
11.677655 20 -83
11.752328 5 -76
11.781536 31 -78
11.792713 4 -83
11.796914 7 -84
11.835416 56 -81
11.850156 30 -72
11.898571 16 -82
11.947742 53 -75
11.956113 55 -76
12.043394 3 -82
12.079622 9 -80
12.137595 6 -61
12.174585 60 -76
12.238565 17 -54
12.289291 31 -77
12.302091 4 -82
12.306732 29 -78
12.343356 56 -82
12.349902 10 -84
12.355627 30 -77
12.424625 12 -87
12.459478 55 -74
12.51041 19 -78
12.532779 8 -69
12.580573 9 -75
12.604032 44 -82
12.645534 6 -66
12.680512 60 -66
12.69509 20 -81
12.774507 32 -85
12.798206 31 -83
12.85151 56 -82
12.859401 10 -76
12.865217 30 -73
12.898592 18 -85
12.966841 55 -70
13.05695 3 -82
13.086468 9 -71
13.138499 41 -81
13.147895 48 -70
13.150148 6 -70
13.187354 60 -59
13.198184 52 -84
13.281989 32 -80
13.307944 31 -78
13.359653 10 -83
13.37148 30 -74
13.404547 18 -78
13.430486 54 -79
13.465592 53 -80
13.473472 55 -73
13.517199 19 -79
13.549123 8 -74
13.582565 11 -74
13.588915 9 -79
13.659887 6 -74
13.678645 57 -83
13.697156 60 -57
13.774595 5 -82
13.783795 32 -72
13.880155 30 -79
13.911631 18 -73
13.924419 16 -65
13.97696 55 -79
14.032852 42 -81
14.058042 8 -69
14.061685 3 -82
14.087123 11 -76
14.199542 60 -69
14.263429 15 -84
14.275332 5 -79
14.363119 10 -78
14.384588 30 -73
14.414595 18 -74
14.43349 16 -80
14.443432 54 -83
14.479501 55 -73
14.539483 42 -87
14.563605 8 -64
14.568097 3 -83
14.572047 36 -83
14.590391 9 -77
14.67305 6 -76
14.685471 57 -84
14.708276 60 -70
14.793787 32 -76
14.81749 4 -84
14.857711 14 -84
14.864165 10 -79
14.873781 56 -79
14.892134 30 -74
14.923358 18 -75
14.92831 58 -83
14.946548 54 -80
14.984606 55 -85
15.072799 8 -58
15.173147 6 -76
15.210968 60 -68
15.260288 17 -85
15.288454 59 -85
15.303467 32 -79
15.333289 31 -81
15.365272 10 -79
15.377815 56 -75
15.446141 12 -80
15.483361 53 -85
15.490749 55 -75
15.58065 8 -64
15.592168 27 -81
15.606972 9 -75
15.626559 51 -73
15.661879 41 -80
15.718573 60 -70
15.788286 5 -79
15.797991 26 -86
15.80744 32 -82
15.82111 4 -79
15.824043 28 -82
15.842052 31 -80
15.865372 10 -80
15.885267 56 -79
15.94532 58 -81
15.948383 2 -83
15.951553 12 -81
15.9598 54 -82
15.98981 53 -83
15.997562 55 -71
16.081177 8 -64
16.113534 11 -79
16.115339 9 -71
16.188385 6 -72
16.22749 60 -69
16.312482 32 -73
16.369167 14 -84
16.371637 10 -79
16.40882 30 -77
16.434601 18 -80
16.451929 12 -77
16.572246 33 -83
16.582772 8 -66
16.614735 11 -74
16.622027 9 -76
16.709987 57 -80
16.77237 17 -83
16.796077 5 -77
16.807219 26 -86
16.819202 32 -79
16.829613 4 -79
16.850391 31 -85
16.878633 10 -83
16.8959 56 -82
16.917068 30 -84
16.957922 2 -77
17.000326 55 -75
17.079097 3 -83
17.088976 8 -67
17.125603 9 -72
17.192363 6 -74
17.217475 57 -80
17.237573 60 -70
17.274302 17 -76
17.296232 15 -83
17.29831 5 -74
17.322351 32 -76
17.33536 4 -82
17.352592 31 -78
17.385141 10 -79
17.404419 56 -78
17.424735 30 -76
17.436929 18 -83
17.467697 2 -79
17.500732 55 -83
17.584044 3 -80
17.595057 8 -72
17.62141 11 -76
17.629423 9 -70
17.660583 44 -86
17.699783 6 -72
17.726884 57 -80
17.742858 60 -70
17.777851 17 -76
17.803657 15 -83
17.826141 32 -75
17.857295 31 -79
17.859153 7 -87
17.886096 10 -79
17.904945 56 -75
17.926696 30 -80
17.966548 12 -83
17.975335 2 -78
18.000862 55 -76
18.090269 33 -81
18.096378 8 -64
18.128177 9 -69
18.131522 11 -80
18.200368 6 -64
18.248876 60 -69
18.284879 17 -80
18.306346 5 -79
18.331732 32 -78
18.34249 4 -86
18.410901 56 -74
18.433144 30 -80
18.4816 2 -78
18.507188 55 -72
18.562004 19 -82
18.591037 3 -81
18.592808 33 -81
18.598004 8 -62
18.637857 9 -69
18.641062 1 -82
18.709467 6 -81
18.737128 57 -82
18.752056 60 -68
18.811996 5 -80
18.837811 32 -79
18.87308 31 -78
18.891392 10 -84
18.920154 56 -75
18.989787 2 -78
19.014947 55 -72
19.097174 3 -82
19.1032 8 -64
19.135267 11 -83
19.145704 9 -70
19.151228 1 -80
19.240403 57 -80
19.254138 60 -69
19.294687 17 -78
19.318379 5 -76
19.338305 32 -78
19.350843 28 -84
19.37635 31 -78
19.399549 10 -79
19.426996 56 -74
19.496541 2 -78
19.515566 55 -74
19.571783 19 -82
19.61273 8 -64
19.647205 9 -70
19.660815 1 -80
19.726811 6 -77
19.745754 57 -79
19.799311 17 -78
19.825128 5 -76
19.833785 15 -83
19.843896 32 -77
19.884441 31 -79
19.900106 10 -78
19.932373 56 -74
19.946167 30 -81
20.003507 2 -78
20.024242 55 -76
20.105339 33 -80
20.112952 8 -65
20.14243 11 -83
20.151117 9 -70
20.163474 1 -79
20.230417 6 -76
20.246741 57 -79
20.269164 60 -70
20.300114 17 -78
20.32617 5 -76
20.349212 32 -78
20.408903 10 -78
20.434973 56 -74
20.511024 2 -78
20.525318 55 -76
20.576649 19 -83
20.611387 33 -81
20.613204 3 -85
20.617538 8 -65
20.65274 9 -71
20.666256 1 -80
20.738509 6 -75
20.769506 60 -70
20.802687 17 -78
20.832614 5 -76
20.848635 15 -84
20.849798 32 -77
20.860837 28 -83
20.893908 31 -78
20.917914 10 -79
20.940716 56 -74
20.957688 30 -80
21.015488 2 -78
21.080379 19 -83
21.114384 33 -82
21.118188 8 -66
21.154179 9 -72
21.158169 11 -81
21.244373 6 -73
21.272595 60 -70
21.358349 32 -76
21.458917 30 -78
21.525201 2 -79
21.531347 55 -74
21.627778 8 -70
21.659525 9 -74
21.773261 57 -79
21.810457 17 -76
21.848523 5 -74
21.865893 32 -76
21.962984 30 -76
22.033126 55 -74
22.128367 8 -76
22.161545 9 -76
22.253477 6 -73
