Beacon Rssi
1 -80
1 -80
1 -84
1 -87
1 -83
1 -84
1 -83
1 -83
1 -86
1 -86
1 -84
1 -83
1 -82
1 -82
1 -83
1 -80
1 -81
1 -83
1 -72
2 -83
2 -86
2 -84
2 -83
2 -83
3 -79
3 -81
3 -64
3 -79
3 -79
3 -81
3 -83
3 -81
3 -79
3 -72
3 -82
3 -81
3 -78
3 -82
3 -83
3 -86
4 -85
4 -85
4 -83
4 -73
4 -86
4 -85
13 -83
13 -88
13 -86
13 -84
14 -87
14 -83
14 -81
14 -84
14 -80
14 -81
15 -82
15 -82
15 -79
15 -87
15 -82
15 -83
15 -80
15 -83
15 -84
15 -83
15 -83
16 -84
16 -84
18 -84
25 -78
25 -69
25 -75
25 -77
25 -76
25 -72
25 -75
25 -70
25 -70
25 -72
25 -74
25 -70
25 -70
25 -70
25 -71
25 -76
25 -76
25 -73
25 -73
25 -73
25 -70
25 -76
25 -76
25 -73
25 -72
25 -74
25 -71
25 -70
25 -70
25 -71
25 -71
25 -71
25 -70
25 -70
25 -70
25 -72
25 -71
25 -73
25 -73
25 -72
25 -72
25 -71
25 -72
25 -70
25 -72
25 -73
25 -70
25 -71
25 -70
25 -70
25 -72
26 -39
26 -58
26 -57
26 -58
26 -66
26 -58
26 -58
26 -62
26 -57
26 -58
26 -58
26 -58
26 -58
26 -59
26 -58
26 -57
26 -56
26 -58
26 -54
26 -54
26 -58
26 -56
26 -61
26 -57
26 -57
26 -58
26 -60
26 -60
26 -62
26 -60
26 -58
26 -59
26 -59
26 -58
26 -60
26 -58
26 -58
26 -58
26 -59
26 -59
26 -59
26 -60
26 -60
26 -57
26 -56
26 -57
26 -57
26 -58
26 -58
26 -57
26 -60
26 -59
26 -60
26 -58
26 -59
26 -58
27 -66
27 -66
27 -72
27 -65
27 -64
27 -65
27 -66
27 -60
27 -67
27 -64
27 -70
27 -75
27 -72
27 -68
27 -74
27 -69
27 -66
27 -66
27 -62
27 -84
27 -63
27 -66
27 -61
27 -66
27 -66
27 -67
27 -62
27 -64
27 -62
27 -65
27 -70
27 -74
27 -69
27 -70
27 -73
27 -74
27 -70
27 -72
27 -64
27 -60
27 -61
27 -63
27 -63
27 -63
27 -62
27 -62
27 -62
27 -66
27 -70
27 -70
27 -70
27 -73
27 -68
27 -67
28 -72
28 -74
28 -70
28 -74
28 -72
28 -72
28 -69
28 -69
28 -79
28 -78
28 -78
28 -77
28 -82
28 -72
28 -76
28 -80
28 -72
28 -67
28 -69
28 -73
28 -73
28 -80
28 -78
28 -77
28 -79
28 -79
28 -75
28 -78
28 -79
28 -76
28 -74
28 -73
28 -74
28 -72
28 -74
28 -72
28 -72
28 -72
28 -73
28 -70
28 -69
28 -70
28 -70
28 -69
28 -40
29 -76
29 -67
29 -73
29 -75
29 -66
29 -70
29 -69
29 -70
29 -72
29 -69
29 -73
29 -71
29 -73
29 -74
29 -78
29 -68
29 -66
29 -71
29 -72
29 -70
29 -70
29 -35
29 -76
29 -73
29 -74
29 -73
29 -76
29 -73
29 -72
29 -72
29 -75
29 -73
29 -85
29 -72
29 -75
29 -74
29 -81
29 -78
29 -82
29 -74
29 -72
29 -74
29 -72
29 -72
29 -75
29 -76
30 -77
30 -82
30 -81
30 -79
30 -78
30 -85
30 -84
30 -85
31 -84
31 -80
31 -82
31 -83
31 -88
32 -75
32 -72
32 -67
32 -69
32 -74
32 -71
32 -70
32 -70
32 -71
32 -72
32 -67
32 -30
32 -66
32 -69
32 -69
32 -69
32 -69
32 -65
32 -66
32 -67
32 -67
32 -68
32 -68
32 -64
32 -66
32 -68
32 -77
32 -75
32 -74
32 -71
32 -68
32 -71
32 -70
32 -69
32 -69
32 -70
32 -69
32 -54
32 -70
32 -70
32 -70
32 -70
32 -76
32 -72
32 -72
32 -70
32 -72
32 -72
32 -72
32 -74
32 -76
32 -72
32 -75
32 -70
32 -72
32 -70
32 -71
32 -72
32 -73
33 -72
33 -77
33 -74
33 -75
33 -80
33 -77
33 -87
33 -74
33 -78
33 -72
33 -76
33 -75
33 -72
33 -74
33 -72
33 -79
33 -75
33 -72
33 -76
33 -66
33 -75
33 -80
33 -84
33 -78
33 -82
33 -75
33 -65
33 -78
33 -85
33 -76
33 -82
34 -65
34 -65
34 -64
34 -66
34 -66
34 -67
34 -68
34 -71
34 -68
34 -69
34 -80
34 -75
34 -71
34 -83
34 -78
34 -73
34 -74
34 -64
34 -64
34 -70
34 -70
34 -71
34 -71
34 -76
34 -78
34 -73
34 -77
34 -82
34 -81
34 -68
34 -71
34 -76
34 -65
34 -67
34 -33
34 -66
34 -67
34 -66
34 -66
34 -66
34 -66
34 -68
34 -69
34 -68
34 -69
34 -70
34 -69
35 -76
35 -84
35 -70
35 -79
35 -80
35 -70
35 -68
35 -48
35 -72
35 -70
35 -76
35 -78
35 -70
35 -72
35 -72
35 -71
35 -69
35 -71
35 -70
35 -69
35 -76
35 -76
35 -75
35 -70
35 -72
35 -73
35 -71
35 -72
35 -74
35 -75
35 -72
35 -76
35 -75
35 -76
35 -78
35 -78
35 -80
35 -81
35 -83
35 -80
35 -77
35 -77
35 -77
35 -80
35 -81
36 -81
36 -76
36 -78
36 -75
36 -81
36 -76
36 -76
36 -80
36 -76
36 -78
36 -76
36 -71
36 -76
36 -76
36 -76
36 -78
36 -77
36 -81
36 -76
36 -72
36 -79
36 -76
36 -78
36 -78
36 -77
36 -79
36 -79
36 -78
36 -78
36 -78
36 -80
36 -80
36 -77
36 -74
36 -81
36 -81
36 -80
36 -76
36 -77
36 -76
36 -76
36 -76
36 -75
36 -76
36 -76
37 -84
37 -82
37 -84
37 -81
37 -82
37 -84
37 -82
37 -79
37 -80
37 -82
37 -85
38 -76
38 -81
38 -82
38 -78
38 -77
38 -78
38 -82
38 -81
38 -84
38 -82
38 -76
38 -80
38 -78
38 -78
38 -82
38 -84
38 -82
38 -84
38 -83
38 -80
38 -78
38 -79
38 -79
38 -80
38 -78
38 -78
38 -79
38 -77
38 -76
38 -76
38 -76
38 -76
38 -76
38 -76
38 -76
