Beacon Rssi
1 -82
1 -78
1 -80
1 -80
1 -76
1 -78
1 -76
1 -80
1 -79
1 -74
1 -74
1 -76
1 -79
1 -77
1 -76
1 -76
1 -76
1 -76
1 -75
1 -76
1 -84
1 -83
1 -83
1 -80
1 -80
1 -76
1 -81
1 -81
1 -78
1 -76
1 -77
1 -85
1 -82
1 -87
1 -81
1 -83
1 -85
1 -80
1 -81
1 -79
1 -72
1 -80
1 -82
1 -81
1 -78
1 -78
1 -78
1 -77
1 -75
1 -74
1 -74
1 -74
1 -74
1 -75
1 -76
1 -78
1 -79
1 -79
1 -84
1 -85
1 -84
2 -75
2 -74
2 -74
2 -76
2 -82
2 -80
2 -83
2 -72
2 -76
2 -73
2 -79
2 -74
2 -77
2 -73
2 -78
2 -76
2 -76
2 -76
2 -76
2 -76
2 -76
2 -76
2 -76
2 -76
2 -78
2 -77
2 -76
2 -78
2 -76
2 -76
2 -76
2 -81
2 -71
2 -79
2 -78
2 -75
2 -74
2 -74
2 -74
2 -78
2 -80
2 -84
2 -83
2 -85
2 -85
2 -83
2 -81
2 -83
2 -82
2 -78
2 -80
2 -81
2 -78
2 -78
2 -74
2 -81
2 -83
2 -83
3 -81
3 -75
3 -81
3 -76
3 -83
3 -86
3 -81
3 -79
3 -84
3 -76
3 -86
3 -79
3 -78
3 -83
3 -81
3 -75
3 -75
3 -73
3 -72
3 -72
3 -72
3 -72
3 -72
3 -75
3 -76
3 -76
3 -73
3 -72
3 -72
3 -72
3 -73
3 -72
3 -72
3 -72
3 -72
3 -72
3 -72
3 -73
3 -74
3 -74
3 -76
3 -75
3 -72
3 -71
3 -71
3 -72
3 -73
3 -70
3 -71
3 -74
3 -74
3 -74
3 -75
3 -76
3 -76
3 -76
3 -76
3 -75
3 -76
3 -74
3 -75
3 -73
3 -74
3 -73
3 -75
3 -77
3 -76
3 -76
3 -76
3 -76
3 -77
3 -77
3 -76
4 -73
4 -72
4 -71
4 -72
4 -72
4 -74
4 -72
4 -72
4 -72
4 -74
4 -75
4 -82
4 -83
4 -80
4 -83
4 -82
4 -80
4 -82
4 -79
4 -76
4 -76
4 -80
4 -84
4 -78
4 -78
4 -78
4 -78
4 -81
4 -85
4 -84
4 -78
4 -79
4 -79
4 -79
4 -78
4 -73
4 -78
4 -78
4 -77
4 -76
4 -70
4 -77
4 -79
4 -78
4 -76
4 -67
4 -76
4 -76
4 -61
4 -76
4 -76
4 -76
4 -76
4 -76
4 -76
4 -75
4 -76
4 -77
4 -78
4 -82
4 -79
4 -82
4 -80
4 -80
4 -82
4 -79
4 -74
4 -77
4 -77
4 -73
4 -73
4 -72
4 -73
4 -72
4 -72
4 -72
4 -72
4 -72
4 -72
5 -79
5 -79
5 -78
5 -78
5 -80
5 -78
5 -77
5 -78
5 -78
5 -77
5 -79
5 -79
5 -79
5 -79
5 -80
5 -79
5 -80
5 -79
5 -80
5 -78
5 -78
5 -78
5 -79
5 -79
5 -79
5 -83
5 -82
5 -80
5 -81
5 -79
