Beacon Rssi
45 -70
45 -82
45 -85
45 -78
45 -77
45 -74
45 -76
45 -73
45 -71
45 -71
45 -71
45 -71
45 -73
45 -71
45 -71
45 -76
45 -77
45 -77
45 -78
45 -76
46 -78
46 -79
46 -78
46 -80
46 -82
46 -76
46 -82
46 -83
46 -83
47 -79
47 -78
47 -80
47 -81
47 -82
47 -82
47 -80
47 -81
47 -80
47 -81
47 -81
47 -77
47 -76
47 -77
47 -78
47 -77
47 -81
47 -80
47 -78
47 -80
47 -80
47 -80
47 -80
47 -80
47 -82
48 -77
48 -80
48 -80
48 -81
48 -79
48 -84
48 -80
48 -78
48 -76
48 -75
48 -76
48 -77
48 -77
48 -77
48 -78
48 -80
48 -78
48 -78
48 -80
48 -79
48 -78
48 -78
48 -78
49 -76
49 -83
50 -79
50 -78
50 -76
50 -76
50 -75
50 -74
50 -69
50 -75
50 -76
50 -76
50 -77
50 -76
50 -75
50 -74
50 -77
50 -79
50 -79
50 -77
50 -77
50 -78
50 -80
50 -80
50 -78
50 -80
50 -78
50 -78
50 -78
50 -79
50 -76
50 -76
51 -78
51 -74
51 -76
51 -76
51 -76
51 -76
51 -76
51 -77
51 -76
51 -77
51 -46
51 -78
51 -79
51 -76
51 -78
51 -76
51 -78
51 -76
51 -74
51 -72
51 -73
51 -72
51 -74
51 -73
51 -73
51 -73
51 -73
51 -72
51 -74
51 -74
51 -78
51 -74
51 -76
51 -75
51 -78
51 -78
51 -76
52 -76
52 -69
52 -70
52 -70
52 -70
52 -70
52 -70
52 -70
52 -70
52 -70
52 -70
52 -70
52 -70
52 -70
52 -72
52 -79
52 -76
52 -78
52 -74
52 -70
52 -68
52 -70
52 -70
52 -72
52 -70
52 -70
52 -72
52 -69
52 -70
52 -82
52 -74
52 -72
52 -71
52 -72
52 -76
52 -76
52 -72
53 -70
53 -72
53 -67
53 -72
53 -72
53 -71
53 -71
53 -72
53 -72
53 -72
53 -72
53 -73
53 -72
53 -74
53 -70
53 -72
53 -76
53 -71
53 -72
53 -72
53 -70
53 -70
