Timestamp Beacon Rssi
0.171838 12 -66
0.172439 1 -82
0.205439 3 -70
0.289464 4 -79
0.38953 9 -78
0.409382 16 -81
0.415596 10 -76
0.490199 7 -83
0.592785 6 -76
0.910048 8 -84
1.17891 12 -68
1.182551 1 -82
1.214573 3 -76
1.276186 21 -80
1.292262 4 -80
1.330633 2 -80
1.39467 9 -73
1.417018 10 -75
1.418157 16 -84
1.493417 7 -82
1.596338 6 -76
1.77428 11 -80
1.848323 5 -78
1.920107 8 -81
2.183266 12 -71
2.189916 1 -84
2.215376 3 -76
2.258332 24 -81
2.28289 21 -83
2.339167 2 -79
2.399931 9 -75
2.420546 10 -76
2.497092 7 -80
2.60401 6 -78
2.852331 5 -72
3.190033 12 -69
3.219139 3 -81
3.292248 21 -81
3.405224 9 -73
3.423982 10 -78
3.502812 7 -81
3.612842 6 -77
3.781041 11 -76
3.861162 5 -73
3.995598 27 -78
4.195914 12 -69
4.229188 3 -80
4.294069 21 -82
4.315975 4 -78
4.407616 9 -74
4.428456 10 -63
4.503711 7 -80
4.617066 6 -76
4.791227 11 -76
4.868009 5 -74
5.004743 27 -77
5.199599 12 -71
5.323259 4 -82
5.414617 9 -76
5.620038 6 -74
5.872109 5 -70
6.010983 27 -78
6.204688 12 -72
6.241505 3 -78
6.421771 9 -76
6.44617 20 -85
6.624567 6 -73
6.876148 5 -70
7.012432 27 -78
7.211424 12 -72
7.217037 1 -81
7.311248 21 -83
7.342404 4 -84
7.426819 9 -74
7.628516 6 -75
7.810431 11 -82
7.884765 5 -70
7.941308 8 -82
8.014002 27 -80
8.220205 12 -72
8.434918 9 -75
8.442904 10 -80
8.525584 7 -80
8.635028 6 -75
8.812316 11 -81
8.883788 26 -86
8.893199 5 -69
8.942456 8 -83
9.227124 12 -70
9.304425 24 -84
9.35492 4 -84
9.388075 2 -79
9.445032 9 -74
9.45226 10 -80
9.528406 7 -81
9.816093 11 -74
9.896658 5 -76
10.020714 27 -77
10.235752 12 -66
10.253292 3 -81
10.450903 9 -85
10.644208 6 -76
10.683799 19 -84
10.710967 29 -79
10.822648 11 -68
10.896669 5 -57
10.957233 8 -85
11.028358 27 -79
11.045589 38 -84
11.242946 12 -61
11.245429 1 -85
11.256475 3 -71
11.359241 4 -80
11.400048 2 -78
11.46252 10 -82
11.47493 16 -84
11.476564 20 -85
11.68415 19 -81
11.824502 11 -72
11.897351 5 -73
12.246478 12 -59
12.253892 1 -75
12.258773 3 -70
12.318723 22 -83
12.335792 21 -72
12.359553 26 -83
12.470839 10 -76
12.561391 32 -83
12.68994 14 -88
12.833253 11 -70
12.90728 5 -86
13.022984 18 -84
13.162792 16 -88
13.251994 12 -78
13.264641 3 -67
13.343624 21 -85
13.363494 4 -71
13.364326 26 -83
13.416538 2 -78
13.478426 10 -81
13.83758 11 -68
13.914219 5 -65
14.253756 12 -79
14.258654 34 -86
14.267524 1 -82
14.271487 3 -77
14.324371 22 -80
14.348313 21 -79
14.373128 26 -84
14.382978 15 -86
14.477167 9 -79
14.487599 10 -72
14.669555 6 -83
14.837725 11 -68
14.939541 22 -84
14.983889 8 -83
15.05884 27 -83
15.228044 35 -85
15.255487 12 -81
15.279857 3 -68
15.38029 4 -76
15.418623 2 -81
15.482581 9 -76
15.487587 10 -76
15.491199 20 -80
15.558179 7 -86
15.672009 6 -82
15.847392 11 -65
15.915401 5 -76
15.984182 8 -76
16.074667 38 -83
16.079226 29 -78
16.175738 37 -86
16.262101 12 -78
16.279874 1 -74
16.284811 3 -60
16.350489 21 -79
16.383423 4 -78
16.421817 2 -74
16.490742 9 -74
16.496059 10 -74
16.672724 6 -81
16.692106 19 -83
16.705665 14 -85
16.847903 11 -61
17.044904 18 -83
17.113329 36 -86
17.262673 12 -81
17.285591 1 -76
17.28662 3 -64
17.356918 21 -78
17.390921 4 -77
17.421928 2 -76
17.498444 9 -72
17.506117 10 -72
17.678626 6 -81
17.701459 19 -82
17.708544 14 -83
17.856502 11 -63
17.876302 17 -86
17.926164 5 -77
17.965192 22 -86
18.080164 38 -84
18.287585 1 -75
18.290353 3 -64
18.359593 21 -78
18.400707 4 -77
18.406101 15 -86
18.424207 2 -73
18.501967 9 -76
18.503502 20 -71
18.513795 10 -71
18.545115 33 -75
18.684223 6 -83
18.703732 19 -81
18.711269 14 -84
18.856984 11 -62
18.935666 5 -76
18.971312 22 -76
19.006912 8 -83
19.271629 12 -83
19.293394 1 -80
