Timestamp Beacon Rssi
0.03206 20 -65
0.085216 21 -77
0.088795 1 -69
0.099405 2 -66
0.102706 3 -59
0.185638 11 -59
0.212782 4 -60
0.215561 9 -83
0.252089 34 -80
0.273274 7 -65
0.302144 16 -82
0.317136 10 -65
0.320071 32 -79
0.334234 18 -78
0.34787 8 -84
0.36831 12 -55
0.390171 27 -73
0.397796 15 -75
0.435292 37 -80
0.437691 5 -73
0.534894 38 -78
0.538241 24 -72
0.589712 21 -75
0.592004 1 -64
0.599842 2 -66
0.603656 3 -61
0.618252 6 -75
0.692028 11 -62
0.719748 9 -79
0.722986 4 -61
0.754782 34 -78
0.77795 7 -67
0.819831 10 -64
0.825572 32 -72
0.849008 8 -79
0.868383 12 -52
0.897458 14 -79
0.898814 15 -76
0.900634 35 -78
0.935483 37 -81
0.945753 5 -70
1.040875 24 -78
1.042433 19 -80
1.056279 13 -79
1.099486 1 -65
1.107694 2 -70
1.109977 3 -61
1.124148 6 -71
1.21658 31 -85
1.220029 9 -70
1.229313 4 -66
1.270806 22 -78
1.280185 7 -67
1.32579 10 -64
1.331682 32 -71
1.341507 18 -78
1.357105 8 -78
1.373765 12 -52
1.393177 27 -74
1.399008 15 -78
1.404116 14 -77
1.406256 35 -78
1.497932 28 -83
1.506245 30 -85
1.546935 38 -83
1.553531 20 -84
1.56593 13 -80
1.600444 21 -76
1.606266 1 -65
1.608102 2 -70
1.615261 3 -58
1.649987 17 -81
1.703037 11 -60
1.722932 31 -83
1.731277 4 -72
1.766117 34 -80
1.78959 7 -66
1.831903 10 -62
1.837121 32 -70
1.8514 18 -76
1.865598 8 -77
1.875668 12 -52
1.907386 14 -79
1.951124 37 -80
1.955408 5 -72
2.000501 28 -83
2.048431 24 -77
2.05665 20 -83
2.112751 2 -69
2.115784 3 -57
2.150516 17 -82
2.208176 11 -60
2.231974 9 -68
2.235071 4 -68
2.281931 22 -82
2.297806 7 -67
2.342438 32 -70
2.366706 8 -76
2.379006 12 -58
2.397677 27 -75
2.40797 15 -78
2.414501 14 -80
2.423113 35 -76
2.509632 28 -76
2.553014 19 -85
2.553812 24 -75
2.576291 13 -78
2.60559 21 -82
2.619246 1 -65
2.620664 2 -68
2.623569 3 -60
2.635702 6 -70
2.63725 25 -79
2.650954 17 -82
2.657205 36 -82
2.713772 11 -56
2.74022 9 -72
2.74384 4 -61
2.786303 22 -79
2.799515 7 -76
2.84248 10 -64
2.843574 32 -69
2.872208 8 -81
2.885426 12 -56
2.899485 27 -73
2.909353 15 -77
2.929498 35 -76
2.961431 5 -68
3.018488 28 -76
3.056202 24 -75
3.062373 38 -78
3.083778 29 -64
3.084295 13 -82
3.107615 21 -77
3.12156 2 -67
3.12386 1 -66
3.126777 3 -58
3.139095 6 -69
3.151973 26 -82
3.215218 11 -63
3.247146 4 -63
3.24874 9 -70
3.285059 34 -80
3.294886 22 -76
3.343955 10 -66
3.351393 32 -72
3.367336 23 -78
3.373447 18 -80
3.380854 8 -79
3.388245 12 -57
3.403429 27 -75
3.437896 35 -76
3.464824 5 -67
3.519989 28 -73
3.557859 24 -76
3.570316 38 -79
3.572354 20 -82
3.585126 29 -81
3.609303 21 -75
3.631518 2 -64
3.633404 3 -58
3.641695 6 -66
3.652742 26 -82
3.754816 4 -63
3.75601 9 -70
3.804782 22 -76
3.813389 7 -70
3.85195 32 -73
3.853424 10 -68
3.871952 23 -76
3.886265 8 -78
3.893901 12 -57
3.912347 27 -77
3.967149 5 -72
4.021125 28 -74
4.06385 24 -78
4.069058 19 -82
4.074588 20 -77
4.089037 29 -79
4.112243 21 -72
4.133056 1 -67
4.134305 2 -67
4.143142 3 -57
4.147317 6 -64
4.174097 36 -82
4.22046 11 -62
4.238979 31 -82
4.259648 9 -72
4.261998 4 -64
